Metabolite,Chemical Formula,Metabolism,HMDB ID,Column,Ion Mode,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48, QC 01, QC 02, QC 03
Tetracosanoic acid (FA 24:0),C24H48O2,Fatty acids,HMDB0002003,HILIC,Negative,77851.42367,27076.42023,6563.480771,97769.33901,21256.14431,2565.079619,230296.9075,12631.17882,10974.67925,181648.5744,6749.459413,4173.019431,20018.04328,28269.49014,10344.79321,58153.88015,27535.16263,5251.523423,185043.5247,49353.39457,14077.48521,123509.1928,14536.65655,10806.76207,34776.82387,37658.63427,12950.04915,173487.4368,20007.50986,2279.848977,306168.3781,30169.56753,13153.87434,353715.6386,7651.194556,17591.36534,242746.8835,10711.36455,11173.40564,332771.6685,17092.73682,5851.134933,284372.8983,10752.68559,13694.14751,210654.986,15806.29819,7935.750616,60850.92474,86468.69507,60727.97184
Nervonic acid (FA 24:1),C24H46O2,Fatty acids,HMDB0002368,HILIC,Negative,35512.7294,52693.39951,10458.88232,28291.1647,47674.78875,4194.831324,79474.47288,18180.523,35626.0319,104106.1902,9641.216427,4157.655348,9569.095366,55551.34931,25690.23792,32475.46165,54835.99459,28078.47121,90556.30251,64823.89131,40071.75243,63539.09892,42447.02112,13742.4356,16244.58776,145642.6739,58204.92128,134549.3649,49836.10145,3552.902142,193764.0679,122255.3274,56564.22934,202282.4329,26310.01678,57652.19845,165032.3911,32836.55303,39679.92434,166163.6205,46878.74379,10834.76881,165241.2903,45096.38225,58487.37524,117984.2447,45234.08815,32965.59917,93865.43669,113033.5029,97586.38309
2-Aminoisobutyric Acid,C4H9NO2,Amino acid,HMDB0001906,HILIC,Negative,28263.09305,92432.28482,107133.1283,27442.08613,61267.47796,158754.4216,35169.21649,124165.2637,144013.4106,29954.16757,101343.5022,174077.9481,17369.77828,75839.89978,115387.9596,25639.2983,114642.1363,151131.8084,29186.1035,129891.8289,159223.3183,23623.11716,130751.1799,108949.1074,22427.302,120163.138,147278.7201,25934.05793,91122.944,128435.7998,24201.84742,117564.8239,126093.4619,26049.91684,189850.4383,134470.1541,22232.28517,138372.2484,148611.612,24821.80305,123343.9774,121707.5713,31620.37377,91703.1161,179286.8857,28098.56047,188363.5567,148910.0561,99999.5935,97749.69055,97601.31105
"5,6-Dihydrothymine",C5H8N2O2,Pyrimidine,HMDB0304210,HILIC,Negative,108401.6058,491126.6546,849170.0595,98979.8655,344131.3556,655447.1673,155889.8307,659360.2547,726946.9776,213303.2257,353637.0949,859395.2632,124997.8188,452582.7405,741461.7209,140864.2278,589217.5357,787956.2746,150170.3207,697023.6106,856868.6569,141954.4955,723233.1072,536229.9672,105747.5496,527620.1051,779122.1144,128179.0538,437344.7489,492739.0186,104155.5934,339061.7942,410698.7389,72047.56001,501433.2114,439721.7293,112774.6521,536088.6475,384971.4305,96916.16766,445308.2177,498298.1925,96918.43372,334687.2772,541444.0122,125895.8639,556733.5389,498080.6866,403216.3972,406228.3739,412487.4899
n-Glycylproline,C7H12N2O3,Amino acid,HMDB00721,HILIC,Negative,4515.586844,65865.032,24906.78465,4308.7416,40731.08062,19272.3349,3336.752236,13332.64105,72105.92339,4617.088482,11515.63348,9916.443573,3122.815631,60012.16491,60219.34535,3064.100488,28608.68761,51779.99019,6120.063955,27404.51504,34611.52499,4925.278017,11595.44823,73935.17783,3573.417591,21675.4892,35844.33332,4177.733051,23483.20324,14183.43222,4551.761519,48891.81611,79441.41969,4168.507414,27470.31938,76073.17344,4353.573809,21713.45437,30350.61323,5180.418166,17343.56319,30060.03489,5308.425485,11978.51737,39304.52099,4898.033404,21127.18088,54941.16051,14388.45621,55741.81513,12760.67746
Dimethylarginine (A/SDMA),C8H18N4O2,Amino acid,HMDB01539/HMDB03334,HILIC,Negative,2001.521761,58897.86802,91333.08887,3825.150884,30110.44655,82664.78017,7156.615832,26366.28867,81923.79762,10920.90156,31939.61345,79881.42086,1693.633383,46849.80992,73758.2657,7929.038162,41121.79274,68369.76068,7264.127672,52544.18616,85027.40242,4380.846137,55855.52746,106884.8638,31428.82209,254505.8413,424365.3141,39077.82616,224108.2012,214737.3407,43896.69755,177045.3938,151113.6824,15982.28041,176793.4158,252043.9228,47170.89756,193316.9157,200307.7435,23225.85169,160655.0869,241118.1104,13769.93867,182979.0761,412761.7823,43848.02296,136587.4631,471574.0938,137965.7725,108477.2226,118195.8823
Kynurenine,C10H12N2O3,Amino acid,HMDB00684,HILIC,Negative,8198.656354,91180.78951,218156.6904,21391.30467,68639.41172,181801.3904,16360.63776,209369.2953,202254.6062,5072.346278,140493.1174,522653.4763,42606.06482,102595.1095,229134.2209,6112.437042,68621.55601,190328.7532,17292.01297,102746.5837,330407.4938,25040.672,110350.2038,192056.6376,16644.30507,74772.32833,164614.673,4840.806646,94543.39807,961476.1417,3018.750407,67994.94492,126777.6445,9445.46226,89954.70208,114755.084,5481.059229,83727.61042,132488.2295,9072.993227,71407.02394,131448.8317,7598.831606,55525.95332,123429.8837,13877.7717,89026.85276,133441.2657,95085.62013,76658.24627,118797.7763
Argininosuccinate,C10H18N4O6,Amino acid,HMDB00052,HILIC,Negative,8957.242732,73439.10143,96026.19732,16249.91437,38391.27013,84340.01818,13590.1103,33961.11075,64243.3662,19717.37493,34603.649,67392.70063,10643.27835,43706.9683,55237.78779,11432.21693,57675.10943,46242.16605,12171.20383,67194.23535,59270.87226,12098.20357,54267.63099,62385.15778,29047.69327,201033.1578,248647.6773,25710.4417,128404.3484,305828.3286,27700.93125,159087.6467,123605.5862,24996.2817,188762.9603,116181.9973,27398.79974,145616.8516,192943.3796,22120.91992,138860.3442,187854.5694,25886.03835,84831.58591,261293.2293,22342.90305,148857.1201,172625.8502,85443.43836,88613.5104,84471.61189
S-Adenosylhomocysteine,C14H20N6O5S,Lactones,HMDB0000939,HILIC,Negative,214917.7732,613797.6343,724713.344,111744.0745,364981.2056,483232.2532,170002.7654,527413.8382,648273.5727,255898.9765,304996.6393,435025.7314,110432.2738,340623.9881,394591.3243,216744.4975,622456.7209,330358.0861,184488.0608,717252.2774,559321.0653,158429.5091,555271.4507,349864.9899,136423.0608,872592.2905,867620.5997,237140.5115,566478.1312,605832.5685,249130.9866,857127.1277,737306.3036,259465.5259,1173845.181,706600.0777,237870.5971,1025073.467,712561.068,195289.8863,704415.5268,873271.0916,296859.0385,836508.6715,1093386.553,178573.8257,993197.964,782660.7297,477250.5693,727782.8243,580834.7001
2-Hydroxyisobutyrate/2-Hydroxybutyrate,C4H8O3,Amino acid,HMDB00729,HILIC,Negative,2320.485525,5953.088771,4248.835622,1311.076278,2888.306853,5833.212425,2271.436104,3892.237668,6334.504905,3059.080632,3011.64444,4730.711757,1304.109002,3560.037993,1295.538665,1884.199287,6352.337555,4989.842399,3026.454849,7357.288005,5627.846195,2374.495566,7355.079491,6241.874689,2502.265697,13562.44306,26274.82309,4933.540767,4118.042284,9830.726007,4240.186805,10381.48426,8469.578413,5372.804554,13692.10877,13381.60899,4391.957772,7230.677827,10977.62971,3032.322067,9664.179034,6213.659673,3552.579403,4742.290366,14137.08271,4363.963833,12785.43752,12654.77921,6248.759402,7189.946835,7060.501893
Glyceric acid (Glycerate),C3H6O4,Lipids,HMDB0000139,HILIC,Negative,1581.715633,67598.48852,3016.10883,1714.91589,20066.1488,4638.472871,1370.880763,4524.452707,59780.44304,3530.742635,2574.642669,7284.010491,4235.386868,44792.83299,52892.78255,883.8331257,23701.90763,60662.49198,2573.47837,16221.11349,11376.13382,3233.895992,3380.842425,76813.02733,1234.730955,10818.43046,13008.79604,428.4144401,3086.972581,1147.618383,4173.752203,23180.15788,26864.50254,1029.017718,6368.854174,31667.62361,837.2730228,3790.871295,15323.34218,871.2586056,3705.29177,4194.845641,827.2668489,3003.369153,6359.459075,705.1731597,1799.340525,20780.43913,7540.62482,2997.676424,2542.04754
Ascorbic Acid (Vit. C),C6H8O6,Redox,HMDB00044,HILIC,Negative,642621.7005,1177285.874,1906850.064,65373.08602,925652.4448,783484.9998,211828.2693,1293528.981,2922462.193,311143.1707,348904.9648,773214.1491,23180.61077,808995.2233,2031114.49,344735.5781,760950.9695,643579.2432,57800.27981,904721.6112,626681.0643,300397.7445,981818.7702,1183394.611,10603.79498,1292473.012,3001539.05,260775.8469,1361900.4,1127329.601,300855.9731,2627952.452,3325198.292,561517.0245,2291398.429,3829876.911,491243.5711,2058956.031,4376006.565,427652.5433,1797118.078,3057765.059,544651.761,1842711.329,2762356.325,148699.4429,2883580.968,3139090.891,985887.7421,2129460.466,1504543.324
